year,name,gender,birth_year,expertise,employer,nature_of_employer,nominator
2011,王安建,male,1953,能源与矿业工程管理,中国地质科学院全球矿产资源战略研究中心,university/research institute,部委遴选
2011,吴季松,male,1945,环境与轻纺工程管理,北京航空航天大学中国循环经济研究中心,university/research institute,院士提名，中国科协遴选
2011,吴启迪（女）,female,1948,信息与电子工程管理,同济大学,university/research institute,院士提名
2011,于康震,male,1960,农业工程管理,农业部,gov department,部委遴选
2011,袁家军,male,1963,机械与运载工程管理,中国航天科技集团公司,state-owned enterprise,部委遴选
2011,翟虎渠,male,1951,农业工程管理,中国农业科学院,university/research institute,部委遴选
2011,张积耀,male,1954,化工、冶金与材料工程管理,陕西延长石油（集团）有限责任公司,state-owned enterprise,省、市、自治区遴选
2011,张基尧,male,1945,土木、水利与建筑工程管理,国务院南水北调工程建设委员会办公室,gov department,院士提名，部委遴选
2011,张文学,male,1957,能源与矿业工程管理,开滦（集团）有限责任公司,state-owned enterprise,省、市、自治区遴选
2011,张晓鲁（女）,female,1952,能源与矿业工程管理,中国电力投资集团公司,state-owned enterprise,部委遴选
2011,张新国,male,1959,机械与运载工程管理,中国航空工业集团公司/中国航空研究院,state-owned enterprise,部委遴选
2011,赵晓哲,male,1964,信息与电子工程管理,海军大连舰艇学院,military,部委遴选
2011,郑健,male,1962,土木、水利与建筑工程管理,铁道部工程设计鉴定中心（铁道部经济规划研究院）,gov department,部委遴选
2011,郑静晨,male,1960,医药卫生工程管理,武警部队总医院,military,部委遴选，中国科协遴选
2011,周大地,male,1947,能源与矿业工程管理,国家发展和改革委员会能源研究所,gov department,院士提名
2011,朱道立,male,1946,机械与运载工程管理,同济大学,university/research institute,部委遴选，中国科协遴选
2013,曹广晶,male,1964,土木、水利与建筑工程管理,中国长江三峡集团公司,state-owned enterprise,中国长江三峡集团公司
2013,曹耀峰,male,1954,能源与矿业工程管理,中国石油化工集团公司,state-owned enterprise,中国石油化工集团公司
2013,柴洪峰,male,1957,信息与电子工程管理,中国银联股份有限公司,state-owned enterprise,中国人民银行
2013,陈晓红（女）,female,1963,能源与矿业工程管理,中南大学,university/research institute,院士提名
2013,丁烈云,male,1956,土木、水利与建筑工程管理,东北大学,university/research institute,教育部
2013,凤懋润,male,1942,土木、水利与建筑工程管理,中华人民共和国交通运输部,gov department,院士提名
2013,耿汝光,male,1957,机械与运载工程管理,中国航空工业集团公司,state-owned enterprise,中国航空工业集团公司
2013,韩贵清,male,1954,农业工程管理,黑龙江省农业科学院,university/research institute,黑龙江省
2013,何浩明,male,1948,化工、冶金与材料工程管理,瓮福(集团)有限责任公司,state-owned enterprise,贵州省
2013,胡晓峰,male,1957,信息与电子工程管理,国防大学,university/research institute,解放军总政治部
2013,黄维和,male,1958,能源与矿业工程管理,中国石油天然气股份有限公司,state-owned enterprise,中国石油天然气集团公司
